Term	distance	Annotation
GO:0035815	3	positive regulation of renal sodium excretion
GO:0003104	3	positive regulation of glomerular filtration
GO:0010634	3	positive regulation of epithelial cell migration
GO:0010718	3	positive regulation of epithelial to mesenchymal transition
GO:0010902	3	positive regulation of very-low-density lipoprotein particle remodeling
GO:0014742	3	positive regulation of muscle hypertrophy
GO:0014744	3	positive regulation of muscle adaptation
GO:0031646	3	positive regulation of neurological system process
GO:0031652	3	positive regulation of heat generation
GO:0031656	3	positive regulation of heat dissipation
GO:0032278	3	positive regulation of gonadotropin secretion
GO:0032340	3	positive regulation of inhibin secretion
GO:0033601	3	positive regulation of mammary gland epithelial cell proliferation
GO:0035491	3	positive regulation of leukotriene production involved in inflammatory response
GO:0040019	3	positive regulation of embryonic development
GO:0042635	3	positive regulation of hair cycle
GO:0045618	3	positive regulation of keratinocyte differentiation
GO:0045690	3	positive regulation of antipodal cell differentiation
GO:0045693	3	positive regulation of embryo sac central cell differentiation
GO:0045699	3	positive regulation of synergid differentiation
GO:0045801	3	positive regulation of chitin-based cuticle tanning
GO:0045805	3	positive regulation of eclosion
GO:0045830	3	positive regulation of isotype switching
GO:0045933	3	positive regulation of muscle contraction
GO:0045973	3	positive regulation of juvenile hormone secretion
GO:0048081	3	positive regulation of cuticle pigmentation
GO:0048636	3	positive regulation of muscle organ development
GO:0051461	3	positive regulation of corticotropin secretion
GO:0051962	3	positive regulation of nervous system development
GO:0060265	3	positive regulation of respiratory burst involved in inflammatory response
GO:0060456	3	positive regulation of digestive system process
GO:0061036	3	positive regulation of cartilage development
GO:0062000	3	positive regulation of cardiac endothelial to mesenchymal transition
GO:0070165	3	positive regulation of adiponectin secretion
GO:0070169	3	positive regulation of biomineral tissue development
GO:0070257	3	positive regulation of mucus secretion
GO:0070368	3	positive regulation of hepatocyte differentiation
GO:0090108	3	positive regulation of high-density lipoprotein particle assembly
GO:0090184	3	positive regulation of kidney development
GO:0090319	3	positive regulation of chylomicron remodeling
GO:0110110	3	positive regulation of animal organ morphogenesis
GO:0140195	3	positive regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process
GO:0140196	3	positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process
GO:1900223	3	positive regulation of amyloid-beta clearance
GO:1900224	3	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1901079	3	positive regulation of relaxation of muscle
GO:1901248	3	positive regulation of lung ciliated cell differentiation
GO:1901251	3	positive regulation of lung goblet cell differentiation
GO:1902748	3	positive regulation of lens fiber cell differentiation
GO:1902754	3	positive regulation of renal amino acid absorption
GO:1902814	3	positive regulation of BMP signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1902868	3	positive regulation of retina development in camera-type eye
GO:1903012	3	positive regulation of bone development
GO:1903106	3	positive regulation of insulin receptor signaling pathway involved in determination of adult lifespan
GO:1903367	3	positive regulation of fear response
GO:1903404	3	positive regulation of renal phosphate excretion
GO:1903489	3	positive regulation of lactation
GO:1903524	3	positive regulation of blood circulation
GO:1903595	3	positive regulation of histamine secretion by mast cell
GO:1903683	3	positive regulation of epithelial cell-cell adhesion involved in epithelium migration
GO:1903816	3	positive regulation of collecting lymphatic vessel constriction
GO:1904018	3	positive regulation of vasculature development
GO:1904179	3	positive regulation of adipose tissue development
GO:1904414	3	positive regulation of cardiac ventricle development
GO:1904443	3	positive regulation of thyroid gland epithelial cell proliferation
GO:1904655	3	positive regulation of lung alveolus development
GO:1905068	3	positive regulation of canonical Wnt signaling pathway involved in heart development
GO:1905142	3	positive regulation of apical ectodermal ridge formation
GO:1905209	3	positive regulation of cardiocyte differentiation
GO:1905278	3	positive regulation of epithelial tube formation
GO:1905284	3	positive regulation of epidermal growth factor receptor signaling pathway involved in heart process
GO:1905294	3	positive regulation of neural crest cell differentiation
GO:1905300	3	positive regulation of intestinal epithelial cell development
GO:1905423	3	positive regulation of plant organ morphogenesis
GO:1905623	3	positive regulation of leaf development
GO:1905956	3	positive regulation of endothelial tube morphogenesis
GO:2000017	3	positive regulation of determination of dorsal identity
GO:2000055	3	positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
GO:2000063	3	positive regulation of ureter smooth muscle cell differentiation
GO:2000078	3	positive regulation of type B pancreatic cell development
GO:2000228	3	positive regulation of pancreatic A cell differentiation
GO:2000294	3	positive regulation of defecation
GO:2000315	3	positive regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
GO:2000534	3	positive regulation of renal albumin absorption
GO:2000729	3	positive regulation of mesenchymal cell proliferation involved in ureter development
GO:2000792	3	positive regulation of mesenchymal cell proliferation involved in lung development
GO:2000830	3	positive regulation of parathyroid hormone secretion
GO:2000833	3	positive regulation of steroid hormone secretion
GO:2001111	3	positive regulation of lens epithelial cell proliferation
GO:2001153	3	positive regulation of renal water transport
GO:0035814	3	negative regulation of renal sodium excretion
GO:0003105	3	negative regulation of glomerular filtration
GO:0003308	3	negative regulation of Wnt signaling pathway involved in heart development
GO:0010633	3	negative regulation of epithelial cell migration
GO:0010719	3	negative regulation of epithelial to mesenchymal transition
GO:0010903	3	negative regulation of very-low-density lipoprotein particle remodeling
GO:0014741	3	negative regulation of muscle hypertrophy
GO:0014745	3	negative regulation of muscle adaptation
GO:0031645	3	negative regulation of neurological system process
GO:0031651	3	negative regulation of heat generation
GO:0031655	3	negative regulation of heat dissipation
GO:0032277	3	negative regulation of gonadotropin secretion
GO:0032339	3	negative regulation of inhibin secretion
GO:0033600	3	negative regulation of mammary gland epithelial cell proliferation
GO:0034445	3	negative regulation of plasma lipoprotein oxidation
GO:0035155	3	negative regulation of terminal cell fate specification, open tracheal system
GO:0035157	3	negative regulation of fusion cell fate specification
GO:0035492	3	negative regulation of leukotriene production involved in inflammatory response
GO:0042636	3	negative regulation of hair cycle
GO:0043013	3	negative regulation of fusion of sperm to egg plasma membrane
GO:0045617	3	negative regulation of keratinocyte differentiation
GO:0045689	3	negative regulation of antipodal cell differentiation
GO:0045692	3	negative regulation of embryo sac central cell differentiation
GO:0045698	3	negative regulation of synergid differentiation
GO:0045800	3	negative regulation of chitin-based cuticle tanning
GO:0045804	3	negative regulation of eclosion
GO:0045829	3	negative regulation of isotype switching
GO:0045932	3	negative regulation of muscle contraction
GO:0045972	3	negative regulation of juvenile hormone secretion
GO:0045992	3	negative regulation of embryonic development
GO:0048080	3	negative regulation of cuticle pigmentation
GO:0048635	3	negative regulation of muscle organ development
GO:0051460	3	negative regulation of corticotropin secretion
GO:0051961	3	negative regulation of nervous system development
GO:0060266	3	negative regulation of respiratory burst involved in inflammatory response
GO:0060457	3	negative regulation of digestive system process
GO:0060614	3	negative regulation of mammary gland development in males by androgen receptor signaling pathway
GO:0060829	3	negative regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
GO:0061037	3	negative regulation of cartilage development
GO:0061106	3	negative regulation of stomach neuroendocrine cell differentiation
GO:0062001	3	negative regulation of cardiac endothelial to mesenchymal transition
GO:0070164	3	negative regulation of adiponectin secretion
GO:0070168	3	negative regulation of biomineral tissue development
GO:0070256	3	negative regulation of mucus secretion
GO:0070367	3	negative regulation of hepatocyte differentiation
GO:0072200	3	negative regulation of mesenchymal cell proliferation involved in ureter development
GO:0090185	3	negative regulation of kidney development
GO:0110111	3	negative regulation of animal organ morphogenesis
GO:0140194	3	negative regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process
GO:0140199	3	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process
GO:1900146	3	negative regulation of nodal signaling pathway involved in determination of left/right asymmetry
GO:1900222	3	negative regulation of amyloid-beta clearance
GO:1901078	3	negative regulation of relaxation of muscle
GO:1901247	3	negative regulation of lung ciliated cell differentiation
GO:1901250	3	negative regulation of lung goblet cell differentiation
GO:1901343	3	negative regulation of vasculature development
GO:1902747	3	negative regulation of lens fiber cell differentiation
GO:1902753	3	negative regulation of renal amino acid absorption
GO:1902813	3	negative regulation of BMP signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1902867	3	negative regulation of retina development in camera-type eye
GO:1903011	3	negative regulation of bone development
GO:1903105	3	negative regulation of insulin receptor signaling pathway involved in determination of adult lifespan
GO:1903133	3	negative regulation of tube lumen cavitation
GO:1903366	3	negative regulation of fear response
GO:1903403	3	negative regulation of renal phosphate excretion
GO:1903488	3	negative regulation of lactation
GO:1903523	3	negative regulation of blood circulation
GO:1903594	3	negative regulation of histamine secretion by mast cell
GO:1903682	3	negative regulation of epithelial cell-cell adhesion involved in epithelium migration
GO:1903815	3	negative regulation of collecting lymphatic vessel constriction
GO:1904178	3	negative regulation of adipose tissue development
GO:1904413	3	negative regulation of cardiac ventricle development
GO:1904442	3	negative regulation of thyroid gland epithelial cell proliferation
GO:1904654	3	negative regulation of lung alveolus development
GO:1905141	3	negative regulation of apical ectodermal ridge formation
GO:1905208	3	negative regulation of cardiocyte differentiation
GO:1905277	3	negative regulation of epithelial tube formation
GO:1905283	3	negative regulation of epidermal growth factor receptor signaling pathway involved in heart process
GO:1905293	3	negative regulation of neural crest cell differentiation
GO:1905299	3	negative regulation of intestinal epithelial cell development
GO:1905422	3	negative regulation of plant organ morphogenesis
GO:1905622	3	negative regulation of leaf development
GO:1905955	3	negative regulation of endothelial tube morphogenesis
GO:2000016	3	negative regulation of determination of dorsal identity
